"MAC","Hersteller","Straße", "Ort", "Land"
"0007AB","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"E8E5D6","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"C87E75","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"EC65CC","Panasonic Automotive Systems Company of America","776 Highway 74 South","Peachtree City  null  30269","US"
"80691A","Belkin International Inc.","12045 East Waterfront Drive","Playa Vista  null  90094","US"
"B80756","Cisco Meraki","500 Terry A. Francois Blvd","San Francisco  null  94158","US"
"3456FE","Cisco Meraki","500 Terry A. Francois Blvd","San Francisco  null  94158","US"
"001E84","Pika Technologies Inc.","535 Legget Drive","Ottawa  Ontario  K2K 3B8","CA"
"10DDB1","Apple, Inc.","1 Infinite Loop","Cupertino  CA  95014","US"
"002329","DDRdrive LLC","384 Madeline CT","Palo Alto  CA  94306","US"
"0026AD","Arada Systems, Inc.","1024 Morse Avenue","Sunnyvale  CA  94089","US"
"002486","DesignArt Networks","4 Ha'haroshet St","Ra'anana    43101","IL"
"002478","Mag Tech Electronics Co Limited","Flat / Room T78 GOF Bangkok Building","Sheung Wan  HK","HK"
"382DD1","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"001B2C","ATRON electronic GmbH","Am Ziegelstadel 12 + 14","Markt Schwaben    85570","DE"
"001427","JazzMutant","2 allee du Doyen Georges Brus","Pessac    33600","FR"
"9034FC","Hon Hai Precision Ind. Co.,Ltd.","Building D21,No.1, East Zone 1st Road","Chongqing  Chongqing  401332","CN"
"889FFA","Hon Hai Precision Ind. Co.,Ltd.","Building D21,No.1, East Zone 1st Road","Chongqing  Chongqing  401332","CN"
"8C7CB5","Hon Hai Precision Ind. Co.,Ltd.","Building D21,No.1, East Zone 1st Road","Chongqing  Chongqing  401332","CN"
"C44619","Hon Hai Precision Ind. Co.,Ltd.","Building D21,No.1, East Zone 1st Road","Chongqing  Chongqing  401332","CN"
"AC63BE","Amazon Technologies Inc.","P.O Box 8102","Reno  NV  89507","US"
"086A0A","ASKEY COMPUTER CORP","10F,No.119,JIANKANG RD,ZHONGHE DIST","NEW TAIPEI  TAIWAN  23585","TW"
"98E7F4","Hewlett Packard","11445 Compaq Center Drive","Houston  TX  77070","US"
"C80E14","AVM Audiovisuelles Marketing und Computersysteme GmbH","Alt-Moabit 95","Berlin  Berlin  10559","DE"
"FC1F19","SAMSUNG ELECTRO MECHANICS CO., LTD.","314, Maetan3-Dong, Yeongtong-Gu","Suwon    443-743","US"
"840B2D","SAMSUNG ELECTRO MECHANICS CO., LTD.","314, Maetan3-Dong, Yeongtong-Gu","SUWON  KYUNGGI-DO  443-743","KR"
"206432","SAMSUNG ELECTRO MECHANICS CO., LTD.","314, Maetan3-Dong, Yeongtong-Gu","Suwon  Gyunggi-Do  443-743","KR"
"001599","Samsung Electronics Co.,Ltd","416, Maetan-3Dong, Yeongtong-Gu","Suwon  AL  443-742","US"
"0012FB","Samsung Electronics Co.,Ltd","416, Maetan-3Dong, Yeongtong-Gu","Suwon-City  Gyeonggi-Do  443-742","KR"
"D0667B","Samsung Electronics Co.,Ltd","416, Maetan-3dong, Yeongtong-gu","Suwon  Gyeonggi-do  443742","KR"
"E8039A","Samsung Electronics Co.,Ltd","416, Maetan 3Dong, Yeongtong-Gu","Suwon  Geyonggi  443742","KR"
"0C84DC","Hon Hai Precision Ind. Co.,Ltd.","Building D21,No.1, East Zone 1st Road","Chongqing  Chongqing  401332","CN"
"1C66AA","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"1489FD","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"BC851F","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"B85E7B","Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"B407F9","SAMSUNG ELECTRO MECHANICS CO., LTD.","Suwon-Si, Gyeonggi_Do, Korea","Suwon  Gyeonggi_Do  443-743","KR"
"00166C","Samsung Electronics Co.,Ltd","416, Maetan-3Dong,Yeongtong-Gu","Suwon  Gyeonggi-Do  443-742","KR"
"506313","Hon Hai Precision Ind. Co.,Ltd.","Building D21,No.1, East Zone 1st Road","Chongqing  Chongqing  401332","CN"
"60D819","Hon Hai Precision Ind. Co.,Ltd.","Building D21,No.1, East Zone 1st Road","Chongqing  Chongqing  401332","CN"
"F82FA8","Hon Hai Precision Ind. Co.,Ltd.","Building D21,No.1, East Zone 1st Road","Chongqing  Chongqing  401332","CN"
"002491","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"3C8BFE","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"D4E8B2","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"002339","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"30CDA7","Samsung Electronics Co.,Ltd","416 MAETAN 3-DONG","SUWON- SI    443-742","US"
"001247","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi-City  Gyeong-Buk  730-350","KR"
"0015B9","Samsung Electronics Co.,Ltd","#94-1","Gumi-City  Gyeong-Buk  730-350","KR"
"5001BB","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"2C4401","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"B8D9CE","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"C40142","MaxMedia Technology Limited","5F, No. 113, Jian 2nd Rd. Jhonghe District.","New Taipei City    23585","TW"
"8430E5","SkyHawke Technologies, LLC","274 Commerce Park Dr, Ste M","Ridgeland  MS  39157","US"
"1C77F6","GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD","NO.18 HAIBIN ROAD,","DONG GUAN  GUANG DONG  523860","CN"
"58E326","Compass Technologies Inc.","Unit 1012 C-dong, Woolim Lion's Valley","Seoul  Seoul  153-786","KR"
"001B2A","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"749DDC","2Wire Inc","1764 Automation Parkway","San Jose    95131","US"
"9CB2B2","HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park","Dongguan    523808","CN"
"A8C83A","HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park","Dongguan    523808","CN"
"14DDE5","MPMKVVCL","NISHTHA PARISAR, GOVINDPURA","BHOPAL  MADHYA PRADESH  462023","IN"
"001A09","Wayfarer Transit Systems Ltd","10 Willis Way","Poole  Dorset  BH15 3SS","GB"
"C8BA94","SAMSUNG ELECTRO-MECHANICS(THAILAND)","93Moo5T. Bangsamak","Bangpakong  Chachoengsao  24180","TH"
"843838","SAMSUNG ELECTRO-MECHANICS(THAILAND)","93Moo5T. Bangsamak","Bangpakong  Chachoengsao  24180","TH"
"54880E","SAMSUNG ELECTRO-MECHANICS(THAILAND)","93Moo5T. Bangsamak","Bangpakong  Chachoengsao  24180","TH"
"F025B7","SAMSUNG ELECTRO-MECHANICS(THAILAND)","93Moo5T. Bangsamak","Bangpakong  Chachoengsao  24180","TH"
"F04347","HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park","Dongguan    523808","CN"
"E492FB","Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"6CB7F4","Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"181EB0","Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"247F20","Sagemcom Broadband SAS","250, route de l'Empereur","Rueil Malmaison Cedex  hauts de seine  92848","FR"
"BC72B1","Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"78F7BE","Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"684898","Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"3423BA","SAMSUNG ELECTRO-MECHANICS(THAILAND)","93Moo5T. Bangsamak","Bangpakong    24180","US"
"400E85","SAMSUNG ELECTRO-MECHANICS(THAILAND)","93Moo5T. Bangsamak","Bangpakong    24180","US"
"742344","Xiaomi Communications Co Ltd","The Rainbow City of China Resources","NO.68, Qinghe Middle Street  Haidian District, Beijing  100085","CN"
"E09DFA","Wanan Hongsheng Electronic Co.Ltd","1st section of industrial pack,Wan'An County,Ji'An City,jiangxi province","Wanan  China/jiangxi  343800","CN"
"003676","ARRIS Group, Inc.","6450 Sequence Drive","San Diego  CA  92121","US"
"FC8E7E","ARRIS Group, Inc.","6450 Sequence Drive","San Diego  CA  92121","US"
"FC6FB7","ARRIS Group, Inc.","6450 Sequence Drive","San Diego  CA  92121","US"
"D42C0F","ARRIS Group, Inc.","6450 Sequence Drive","San Diego  CA  92121","US"
"A055DE","ARRIS Group, Inc.","6450 Sequence Drive","San Diego  CA  92121","US"
"80F503","ARRIS Group, Inc.","6450 Sequence Drive","San Diego  CA  92121","US"
"5C3C27","Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"44AAF5","ARRIS Group, Inc.","6450 Sequence Drive","San Diego  CA  92121","US"
"70A84C","MONAD., Inc.","702, Hanlla Sigma Vally, 545, Dunchon-daero, Jungwon-gu","Seongnam-Shi    13215","KR"
"84C7EA","Sony Corporation","1-7-1 Konan Minato-ku","Tokyo    108-0075","JP"
"24E43F","Wenzhou Kunmei Communication Technology Co.,Ltd.","Baitawang industrial zone,Yueqing,Zhejiang","Yueqing  Zhejiang  310025","CN"
"2CAC44","CONEXTOP","Room 608, 6/F, Electric Building , High-tech Park , Nanshan","Shenzhen    51800","CN"
"287AEE","ARRIS Group, Inc.","6450 Sequence Drive","San Diego  CA  92121","US"
"A48269","Datrium, Inc.","385 Moffett Park Drive","Sunnyvale  CA  94089","US"
"00258B","Mellanox Technologies, Inc.","350 Oakmead Parkway, Suite 100","Sunnyvale  CA  94085","US"
"00562B","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"E8FD90","Turbostor","47800 Westinghouse Drive","Fremont  CA  94539","US"
"1899F5","Sichuan Changhong Electric Ltd.","No.35,East MianXin Road,MianYang,Sichaun,China.","MianYang  SiChuan  PRC 621000","CN"
"D013FD","LG Electronics (Mobile Communications)","60-39, Gasan-dong, Geumcheon-gu","Seoul    153-801","KR"
"BC644B","ARRIS Group, Inc.","6450 Sequence Drive","San Diego  CA  92121","US"
"88797E","Motorola Mobility LLC, a Lenovo Company","222 West Merchandise Mart Plaza","Chicago  IL  60654","US"
"305890","Frontier Silicon Ltd","137 Euston Road","London    NW12AA","GB"
"708BCD","ASUSTek COMPUTER INC.","15,Li-Te Rd., Peitou, Taipei 112, Taiwan","Taipei  Taiwan  112","TW"
"606405","Texas Instruments","12500 TI Blvd","Dallas  TX  75243","US"
"10E68F","KWANGSUNG ELECTRONICS KOREA CO.,LTD.","356-3, Gongdan-ro","Gunpo-si  Gyeonggi-do  15808","KR"
"4CFACA","Cambridge Industries(Group) Co.,Ltd.","5/F,Building 8, 2388 ChenHang Road, MinHang District","shanghai    201114","CN"
"0025C3","21168","CARRETERA BASE AEREA # 5850","Zapopan  Jalisco  44130","MX"
"000F57","CABLELOGIC Co., Ltd.","3F., Hwain Bldg., 1559-12 Seocho 3-dong,","Seoul    137-873","KR"
"000342","Nortel Networks","8200 Dixie Rd","Brampton  Ontario  0000","CA"
"001283","Nortel Networks","8200 Dixie Rd","Brampton  Ontario  0000","CA"
"0011F9","Nortel Networks","8200 Dixie Rd","Brampton  Ontario  0000","CA"
"001158","Nortel Networks","8200 Dixie Rd","Brampton  Ontario  0000","CA"
"000F6A","Nortel Networks","8200 Dixie Rd","Brampton  Ontario  0000","CA"
"000E62","Nortel Networks","8200 Dixie Rd","Brampton  Ontario  0000","CA"
"000CF8","Nortel Networks","8200 Dixie Rd","Brampton  Ontario  0000","CA"
"000997","Nortel Networks","8200 Dixie Rd","Brampton  Ontario  0000","CA"
"001CEB","Nortel Networks","8200 Dixie Rd","Brampton  Ontario  0000","CA"
"001C17","Nortel Networks","8200 Dixie Rd","Brampton  Ontario  0000","CA"
"18ABF5","Ultra Electronics Electrics","Kingsditch Lane","Cheltenham  Gloucestershire  GL51 9PG","GB"
"B03EB0","MICRODIA Ltd.","Suites 1608-1610, 16/F., Prosperity Centre, 25 Chong Yip Street,","Kwun Tong  Kowloon,  000000","HK"
"001591","RLW Inc.","2029 Cato Ave.","State College  PA  16801","US"
"00182E","XStreamHD","7900B Westpark Drive","McLean  VA  22102","US"
"001A8F","Nortel Networks","8200 Dixie Rd","Brampton  Ontario  0000","CA"
"0017D1","Nortel Networks","8200 Dixie Rd","Brampton  Ontario  0000","CA"
"0014C7","Nortel Networks","8200 Dixie Rd","Brampton  Ontario  0000","CA"
"001DAF","Nortel Networks","8200 Dixie Rd","Brampton  Ontario  0000","CA"
"0026F1","ProCurve Networking by HP","60 Alexandra Terrace","0000    118502","SG"
"380DD4","Primax Electronics Ltd.","8F,No. 669, Ruey Kuang Road, Neihu","Taipei    114","TW"
"98FDB4","Primax Electronics Ltd.","No. 669, Ruey Kuang Road, Neihu","Taipei  Taiwan,  R.O.C.","TW"
"D8C46A","Murata Manufacturing Co., Ltd.","1-10-1, Higashikotari","Nagaokakyo-shi  Kyoto  617-8555","JP"
"888322","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"E89309","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"982F3C","Sichuan Changhong Electric Ltd.","35 East Mianxing Road,High-Tech Park,","MianYang  SiChuan  621000","CN"
"D8FB68","Cloud Corner Ltd.","Cloud Corner Smart Bldg, Mei Ju Center NO.39 Dongcheng South Road","Dong Guan  Guang Dong  523129","CN"
"685388","P&S Technology","216 Deajiro","Yongin-si  Gyeonggi-do  448-813","KR"
"14C1FF","ShenZhen QianHai Comlan communication Co.,LTD","Shenzhen Nanshan district keyuan road Dongfang science and technology building,  room 2407.","ShenZhen  GuangDong  518000","CN"
"ECFAAA","The IMS Company","2929 E. Imperial Highway","Brea  CA  92821","US"
"F00786","Shandong Bittel Electronics Co., Ltd","No.1 Rizhao North Road","Rizhao  Shandong  276800","CN"
"00D0F6","Nokia","600 March Road","Kanata  Ontario  K2K 2E6","CA"
"44334C","Shenzhen Bilian electronic CO.,LTD","NO 268","Shenzhen  Guangdong  518110","CN"
"ACA213","Shenzhen Bilian electronic CO.,LTD","NO 268，Fuqian Rd,Jutang Community","shenzhen  guangdong  518110","CN"
"3C3300","Shenzhen Bilian electronic CO.,LTD","NO 268，Fuqian Rd,Jutang Community,Guanlan town , LongHua new district","Shenzhen  Guangdong  518110","CN"
"54A619","Alcatel-Lucent Shanghai Bell Co., Ltd","No. 389, Ningqiao Road, Pudong Jinqiao","Shanghai    201206","CN"
"002105","Alcatel-Lucent IPD","701 E. Middlefield Rd.","Mountain View  CA  94043","US"
"38F8CA","OWIN Inc.","Chosunref 5fl,577,Seolleung-ro,Gangnam-gu","Seoul    682-20","KR"
"E417D8","8BITDO TECHNOLOGY HK LIMITED","Rooms 1318-19, 13/F, Hollywood Plaza, 610 Nathan Road, Mongkok, Kowloon, Hong Kong","Hong Kong  Hong Kong  000000","CN"
"2057AF","Shenzhen FH-NET OPTOELECTRONICS CO.,LTD","5/F Building D1 TCL International E City NO.1001 Zhong  shan  yuan Rd,  Nanshan District Shenzhen china","Shenzhen  GuangDong  518055","CN"
"54DC1D","Yulong Computer Telecommunication Scientific (Shenzhen) Co.,Ltd","Road NO2, West of Industrial Park,North of Science & Technology Park","Dongguan  Guangdong  518057","CN"
"882BD7","ADDÉNERGIE TECHNOLOGIES","533 avenue de la montagne LOCAL 121","Shawinigan  Quebec  G9N 0A3","CA"
"0090CC","PLANEX COMMUNICATIONS INC.","2F FENISSAY Ebisu Bldg","Shibuya-ku,  Tokyo  150-0011","JP"
"0022CF","PLANEX COMMUNICATIONS INC.","2F F ・ NISSAY Ebisu Bldg3-16-3","Shibuya-ku  Tokyo  150-0011","JP"
"78C3E9","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"8C1ABF","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"30CBF8","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"A0CBFD","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"C0E42D","TP-LINK TECHNOLOGIES CO.,LTD.","Building 24(floors 1,3,4,5)and 28(floors 1-4)Central Science and Technology Park,Shennan Road,Nanshan","Shenzhen  Guangdong  518057","CN"
"8CA6DF","TP-LINK TECHNOLOGIES CO.,LTD.","Building 24(floors 1,3,4,5)and 28(floors 1-4)Central Science and Technology Park,Shennan Road,Nanshan","Shenzhen  Guangdong  518057","CN"
"8416F9","TP-LINK TECHNOLOGIES CO.,LTD.","Building 24(floors 1,3,4,5)and 28(floors 1-4)Central Science and Technology Park,Shennan Road,Nanshan","Shenzhen  Guangdong  518057","CN"
"18D6C7","TP-LINK TECHNOLOGIES CO.,LTD.","Building 24(floors 1,3,4,5)and 28(floors 1-4)Central Science and Technology Park,Shennan Road,Nanshan","Shenzhen  Guangdong  518057","CN"
"6CD032","LG Electronics","16, Woomyeon-dong, Seocho-gu","Seoul    137-724","KR"
"344DF7","LG Electronics (Mobile Communications)","60-39, Gasan-dong, Geumcheon-gu","Seoul    153-801","KR"
"583F54","LG Electronics (Mobile Communications)","60-39, Gasan-dong, Geumcheon-gu","Seoul    153-801","KR"
"88A6C6","Sagemcom Broadband SAS","250, route de l'Empereur","Rueil Malmaison Cedex  hauts de seine  92848","FR"
"94D469","Cisco Systems, Inc","80 West Tasman Drive","San Jose  CA  94568","US"
"9CD332","PLC Technology Ltd","Nauchny proezd, 17","Moscow  Select State  117246","RU"
"74A722","LG Electronics (Mobile Communications)","60-39, Gasan-dong, Geumcheon-gu","Seoul    153-801","KR"
"F01C13","LG Electronics (Mobile Communications)","60-39, Gasan-dong, Geumcheon-gu","Seoul    153-801","KR"
"A816B2","LG Electronics (Mobile Communications)","60-39, Gasan-dong, Geumcheon-gu","Seoul    153-801","KR"
"64BC0C","LG Electronics (Mobile Communications)","60-39, Gasan-dong, Geumcheon-gu","Seoul    153-801","KR"
"64899A","LG Electronics (Mobile Communications)","60-39, Gasan-dong, Geumcheon-gu","Seoul    153-801","KR"
"F8A9D0","LG Electronics (Mobile Communications)","60-39, Gasan-dong, Geumcheon-gu","Seoul    153-801","KR"
"CCFA00","LG Electronics (Mobile Communications)","60-39, Gasan-dong, Geumcheon-gu","Seoul    153-801","KR"
"001BC5","IEEE Registration Authority","445 Hoes Lane","Piscataway  NJ  08554","US"
"000031","QPSX COMMUNICATIONS, LTD.","33 RICHARDSON STREET","Western    00000","AU"
"000E1E","QLogic Corporation","26650 Aliso Viejo Parkway","Aliso Viejo  CA  92656","US"
"E45D75","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"90C682","IEEE Registration Authority","445 Hoes Lane","Piscataway  NJ  08554","US"
"005056","VMware, Inc.","3401 Hillview Avenue","PALO ALTO  CA  94304","US"
"CC52AF","Universal Global Scientific Industrial Co., Ltd.","141, LANE 351, TAIPING RD.","nan tou  NAN-TOU  542","TW"
"C01ADA","Apple, Inc.","1 Infinite Loop","Cupertino  CA  95014","US"
"00121C","PARROT SA","174 Quai de Jemmapes","Paris    75010","FR"
"9003B7","PARROT SA","174 Quai de Jemmapes","Paris    75010","FR"
"58FCDB","IEEE Registration Authority","445 Hoes Lane","Piscataway  NJ  08554","US"
"B0C5CA","IEEE Registration Authority","445 Hoes Lane","Piscataway  NJ  08554","US"
"7419F8","IEEE Registration Authority","445 Hoes Lane","Piscataway  NJ  08554","US"
"0014D1","TRENDnet, Inc.","20675 Manhattan Place","Torrance  CA  90501","US"
"001C14","VMware, Inc.","3401 Hillview Avenue","Palo Alto  CA  94304","US"
"38A28C","SHENZHEN RF-LINK TECHNOLOGY CO.,LTD.","Bldg56A,6/F,Baotian Rd3,Xixiang Town,Baoan District,","Shenzhen  Guangdong  518000","CN"
"A09E1A","Polar Electro Oy","Professorintie 5","Kempele  Oulu  90440","FI"
"B4A5EF","Sercomm Corporation.","3F,No.81,Yu-Yih Rd.,Chu-Nan Chen","Miao-Lih Hsuan    115","TW"
"0010C1","OI ELECTRIC CO.,LTD","7-3-16 KIKUNA","YOKOHAMA  KANAGAWA-KEN  222-0011","JP"
"208756","SIEMENS AG","Oestliche Rheinbrueckenstrasse 50","Karlsruhe  Baden-Württemberg  76187","DE"
"74B472","CIESSE","Via G. di Vittorio, 66","Rignano Sull'Arno  Florence  50067","IT"
"FCF152","Sony Corporation","1-7-1 Konan","Minato-ku  Tokyo  108-0075","JP"
"309BAD","BBK EDUCATIONAL ELECTRONICS CORP.,LTD.","LiWu INDUSTRIAL PARK,Wusha,Chang'an","Dong Guan   Guang Dong  523860","CN"
"BC307E","Wistron Neweb Corporation","20 Park Avenue II.","Hsinchu    30808854","TW"
"BC307D","Wistron Neweb Corporation","20 Park Avenue II, Hsin Science Park, Hsinchu 308, Taiwan","HsinChu  Taiwan  308","TW"
"48A9D2","Wistron Neweb Corporation","20 Park Avenue II, Hsin Science Park, Hsinchu 308, Taiwan","HsinChu  Taiwan  308","TW"
"80EA23","Wistron Neweb Corporation","20 Park Avenue II, Hsin Science Park, Hsinchu 308, Taiwan","HsinChu  Taiwan  308","TW"
"483C0C","HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park","Dongguan    523808","CN"
"002713","Universal Global Scientific Industrial Co., Ltd.","141, LANE 351,SEC.1, TAIPING RD.","TSAOTUEN,  NANTOU  54261","TW"
"0080F7","Zenith Electronics Corporation","1000 MILWAUKEE AVENUE","GLENVIEW  IL  60025","US"
"001BB1","Wistron Neweb Corporation","No. 10-1, Li-hsin Road I, Hsinchu Science Park,","Hsinchu    300","TW"
"68B35E","Shenzhen Neostra Technology Co.Ltd","7th Building,Huaide Cuihai Industrial Park,Fuyong,Shenzhen China","shenzhen    518100","CN"
"1CD6BD","LEEDARSON LIGHTING CO., LTD.","No. 1511, 2nd Fanghu North Rd., Huli District","Xiamen  Fugian  361010","CN"
"D0D94F","IEEE Registration Authority","445 Hoes Lane","Piscataway  NJ  08554","US"
